Tanggal,Tahun,Bulan,Hari,Kategori,Nama_Produk,Lokasi_Toko,Metode_Bayar,Harga_Satuan,Qty,Diskon_IDR,Total_Penjualan
2022-10-16,2022,10,Sunday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,2,0,370000
2022-10-16,2022,10,Sunday,Aksesoris,Instax Photo Album,Shopee Mall,Transfer Bank,75000,2,0,150000
2022-10-16,2022,10,Sunday,Kamera,Instax Mini Evo,Jakarta Official Store,Transfer Bank,2900000,1,0,2900000
2022-10-16,2022,10,Sunday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,4,0,740000
2022-10-16,2022,10,Sunday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,1,0,95000
2022-10-16,2022,10,Sunday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,2,0,370000
2022-10-16,2022,10,Sunday,Film,Instax Square Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),150000,1,0,150000
2022-10-16,2022,10,Sunday,Kamera,Instax Square SQ1,Shopee Mall,Transfer Bank,1900000,1,0,1900000
2022-10-17,2022,10,Monday,Film,Instax Mini Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),95000,3,0,285000
2022-10-17,2022,10,Monday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,1,0,95000
2022-10-17,2022,10,Monday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,1,0,185000
2022-10-18,2022,10,Tuesday,Aksesoris,Instax Photo Album,Jakarta Official Store,E-Wallet (Gopay/OVO),75000,2,0,150000
2022-10-18,2022,10,Tuesday,Film,Instax Mini Film (20s),Website,Paylater,185000,2,0,370000
2022-10-18,2022,10,Tuesday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,4,0,380000
2022-10-19,2022,10,Wednesday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,2,0,190000
2022-10-19,2022,10,Wednesday,Aksesoris,Acrylic Frame,Jakarta Official Store,Transfer Bank,50000,2,0,100000
2022-10-19,2022,10,Wednesday,Film,Instax Square Film (10s),Shopee Mall,Kartu Kredit,150000,1,7500,142500
2022-10-19,2022,10,Wednesday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,1,0,185000
2022-10-20,2022,10,Thursday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,2,0,300000
2022-10-20,2022,10,Thursday,Aksesoris,Acrylic Frame,Surabaya Branch,E-Wallet (Gopay/OVO),50000,2,0,100000
2022-10-20,2022,10,Thursday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,1,0,95000
2022-10-20,2022,10,Thursday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,1,0,185000
2022-10-20,2022,10,Thursday,Kamera,Instax Mini 11,Tokopedia Official,Transfer Bank,1100000,1,0,1100000
2022-10-21,2022,10,Friday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,2,0,370000
2022-10-21,2022,10,Friday,Film,Instax Square Film (10s),Website,Kartu Kredit,150000,1,0,150000
2022-10-21,2022,10,Friday,Film,Instax Mini Film (10s),Jakarta Official Store,Transfer Bank,95000,2,0,190000
2022-10-21,2022,10,Friday,Film,Instax Mini Film (20s),Website,Kartu Kredit,185000,1,0,185000
2022-10-21,2022,10,Friday,Aksesoris,Acrylic Frame,Website,Transfer Bank,50000,4,0,200000
2022-10-21,2022,10,Friday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,1,0,150000
2022-10-21,2022,10,Friday,Film,Instax Square Film (10s),Tokopedia Official,Paylater,150000,2,0,300000
2022-10-21,2022,10,Friday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),95000,3,0,285000
2022-10-21,2022,10,Friday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,3,0,285000
2022-10-22,2022,10,Saturday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,1,0,150000
2022-10-22,2022,10,Saturday,Aksesoris,Acrylic Frame,Jakarta Official Store,Kartu Kredit,50000,1,0,50000
2022-10-22,2022,10,Saturday,Aksesoris,Camera Case / Bag,Jakarta Official Store,Transfer Bank,150000,1,0,150000
2022-10-22,2022,10,Saturday,Kamera,Instax Square SQ1,Website,Paylater,1900000,1,0,1900000
2022-10-22,2022,10,Saturday,Aksesoris,Acrylic Frame,Tokopedia Official,Transfer Bank,50000,1,0,50000
2022-10-22,2022,10,Saturday,Aksesoris,Instax Photo Album,Tokopedia Official,Kartu Kredit,75000,3,0,225000
2022-10-22,2022,10,Saturday,Film,Instax Square Film (10s),Shopee Mall,Transfer Bank,150000,1,0,150000
2022-10-22,2022,10,Saturday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet (Gopay/OVO),185000,1,0,185000
2022-10-22,2022,10,Saturday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,4,0,600000
2022-10-22,2022,10,Saturday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,2,0,370000
2022-10-22,2022,10,Saturday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,3,0,285000
2022-10-22,2022,10,Saturday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,2,0,190000
2022-10-23,2022,10,Sunday,Aksesoris,Camera Case / Bag,Tokopedia Official,Transfer Bank,150000,1,0,150000
2022-10-23,2022,10,Sunday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,5,0,475000
2022-10-23,2022,10,Sunday,Film,Instax Mini Film (20s),Jakarta Official Store,E-Wallet (Gopay/OVO),185000,1,0,185000
2022-10-23,2022,10,Sunday,Aksesoris,Acrylic Frame,Surabaya Branch,Paylater,50000,1,0,50000
2022-10-23,2022,10,Sunday,Aksesoris,Instax Photo Album,Surabaya Branch,E-Wallet (Gopay/OVO),75000,3,0,225000
2022-10-23,2022,10,Sunday,Film,Instax Square Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),150000,2,0,300000
2022-10-23,2022,10,Sunday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,1,0,75000
2022-10-23,2022,10,Sunday,Kamera,Instax Square SQ1,Website,Paylater,1900000,1,0,1900000
2022-10-23,2022,10,Sunday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,1,0,95000
2022-10-23,2022,10,Sunday,Aksesoris,Instax Photo Album,Website,Paylater,75000,2,0,150000
2022-10-23,2022,10,Sunday,Kamera,Instax Mini 11,Jakarta Official Store,Transfer Bank,1100000,1,0,1100000
2022-10-24,2022,10,Monday,Kamera,Instax Square SQ1,Surabaya Branch,E-Wallet (Gopay/OVO),1900000,1,0,1900000
2022-10-24,2022,10,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,1,0,185000
2022-10-24,2022,10,Monday,Kamera,Instax Wide 300,Surabaya Branch,Kartu Kredit,1800000,2,0,3600000
2022-10-24,2022,10,Monday,Film,Instax Square Film (10s),Tokopedia Official,Paylater,150000,2,0,300000
2022-10-24,2022,10,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,3,0,555000
2022-10-25,2022,10,Tuesday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,2,0,300000
2022-10-25,2022,10,Tuesday,Film,Instax Mini Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),95000,2,0,190000
2022-10-26,2022,10,Wednesday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,1,0,95000
2022-10-26,2022,10,Wednesday,Kamera,Instax Square SQ1,Tokopedia Official,Kartu Kredit,1900000,1,0,1900000
2022-10-26,2022,10,Wednesday,Film,Instax Mini Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),95000,2,0,190000
2022-10-26,2022,10,Wednesday,Aksesoris,Acrylic Frame,Surabaya Branch,Transfer Bank,50000,3,0,150000
2022-10-26,2022,10,Wednesday,Kamera,Instax Square SQ1,Jakarta Official Store,Kartu Kredit,1900000,1,0,1900000
2022-10-26,2022,10,Wednesday,Kamera,Instax Mini Evo,Jakarta Official Store,E-Wallet (Gopay/OVO),2900000,1,145000,2755000
2022-10-26,2022,10,Wednesday,Film,Instax Square Film (10s),Shopee Mall,Kartu Kredit,150000,2,0,300000
2022-10-27,2022,10,Thursday,Film,Instax Mini Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),95000,2,0,190000
2022-10-27,2022,10,Thursday,Film,Instax Square Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),150000,2,0,300000
2022-10-27,2022,10,Thursday,Aksesoris,Acrylic Frame,Jakarta Official Store,Kartu Kredit,50000,4,0,200000
2022-10-27,2022,10,Thursday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,1,0,95000
2022-10-27,2022,10,Thursday,Aksesoris,Instax Photo Album,Surabaya Branch,Kartu Kredit,75000,1,0,75000
2022-10-27,2022,10,Thursday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,2,0,370000
2022-10-28,2022,10,Friday,Film,Instax Mini Film (10s),Surabaya Branch,Kartu Kredit,95000,1,0,95000
2022-10-28,2022,10,Friday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,5,0,475000
2022-10-28,2022,10,Friday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,1,0,95000
2022-10-28,2022,10,Friday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,1,0,185000
2022-10-28,2022,10,Friday,Aksesoris,Camera Case / Bag,Shopee Mall,Kartu Kredit,150000,1,0,150000
2022-10-28,2022,10,Friday,Aksesoris,Camera Case / Bag,Website,Transfer Bank,150000,4,0,600000
2022-10-28,2022,10,Friday,Kamera,Instax Wide 300,Shopee Mall,Transfer Bank,1800000,1,0,1800000
2022-10-28,2022,10,Friday,Aksesoris,Acrylic Frame,Surabaya Branch,Paylater,50000,1,0,50000
2022-10-29,2022,10,Saturday,Kamera,Instax Mini 11,Shopee Mall,Transfer Bank,1100000,1,0,1100000
2022-10-29,2022,10,Saturday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,2,15000,285000
2022-10-29,2022,10,Saturday,Film,Instax Mini Film (20s),Shopee Mall,Paylater,185000,1,0,185000
2022-10-30,2022,10,Sunday,Film,Instax Square Film (10s),Website,Transfer Bank,150000,2,0,300000
2022-10-30,2022,10,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,2,0,370000
2022-10-30,2022,10,Sunday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,2,0,190000
2022-10-30,2022,10,Sunday,Film,Instax Mini Film (10s),Surabaya Branch,Kartu Kredit,95000,1,0,95000
2022-10-30,2022,10,Sunday,Film,Instax Mini Film (20s),Website,Paylater,185000,3,0,555000
2022-10-30,2022,10,Sunday,Kamera,Instax Wide 300,Website,Kartu Kredit,1800000,1,0,1800000
2022-10-30,2022,10,Sunday,Aksesoris,Camera Case / Bag,Shopee Mall,Paylater,150000,1,0,150000
2022-10-30,2022,10,Sunday,Kamera,Instax Wide 300,Shopee Mall,Transfer Bank,1800000,1,0,1800000
2022-10-31,2022,10,Monday,Film,Instax Square Film (10s),Shopee Mall,Transfer Bank,150000,1,0,150000
2022-10-31,2022,10,Monday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,1,0,185000
2022-10-31,2022,10,Monday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,1,0,150000
2022-10-31,2022,10,Monday,Film,Instax Mini Film (20s),Website,Paylater,185000,1,0,185000
2022-10-31,2022,10,Monday,Film,Instax Mini Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),95000,2,0,190000
2022-10-31,2022,10,Monday,Kamera,Instax Square SQ1,Jakarta Official Store,Paylater,1900000,1,0,1900000
2022-10-31,2022,10,Monday,Kamera,Instax Square SQ1,Website,Paylater,1900000,1,0,1900000
2022-10-31,2022,10,Monday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,1,0,185000
2022-10-31,2022,10,Monday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,1,0,150000
2022-10-31,2022,10,Monday,Kamera,Instax Mini Evo,Jakarta Official Store,Kartu Kredit,2900000,1,0,2900000
2022-10-31,2022,10,Monday,Aksesoris,Acrylic Frame,Tokopedia Official,Kartu Kredit,50000,1,0,50000
2022-11-01,2022,11,Tuesday,Film,Instax Mini Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),95000,1,0,95000
2022-11-01,2022,11,Tuesday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,2,0,190000
2022-11-01,2022,11,Tuesday,Film,Instax Square Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),150000,2,0,300000
2022-11-01,2022,11,Tuesday,Kamera,Instax Mini Evo,Tokopedia Official,Paylater,2900000,1,0,2900000
2022-11-01,2022,11,Tuesday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,1,0,150000
2022-11-01,2022,11,Tuesday,Film,Instax Mini Film (10s),Surabaya Branch,Kartu Kredit,95000,2,0,190000
2022-11-02,2022,11,Wednesday,Aksesoris,Camera Case / Bag,Surabaya Branch,E-Wallet (Gopay/OVO),150000,4,30000,570000
2022-11-02,2022,11,Wednesday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,3,0,450000
2022-11-02,2022,11,Wednesday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,1,0,95000
2022-11-02,2022,11,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Transfer Bank,185000,2,0,370000
2022-11-02,2022,11,Wednesday,Film,Instax Mini Film (10s),Jakarta Official Store,Kartu Kredit,95000,2,0,190000
2022-11-02,2022,11,Wednesday,Film,Instax Square Film (10s),Website,Paylater,150000,1,0,150000
2022-11-02,2022,11,Wednesday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,1,0,185000
2022-11-03,2022,11,Thursday,Kamera,Instax Wide 300,Website,Paylater,1800000,1,0,1800000
2022-11-03,2022,11,Thursday,Aksesoris,Instax Photo Album,Surabaya Branch,Transfer Bank,75000,5,0,375000
2022-11-03,2022,11,Thursday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,4,0,380000
2022-11-03,2022,11,Thursday,Kamera,Instax Mini 11,Website,Kartu Kredit,1100000,1,0,1100000
2022-11-03,2022,11,Thursday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,1,4750,90250
2022-11-04,2022,11,Friday,Aksesoris,Instax Photo Album,Shopee Mall,Kartu Kredit,75000,2,0,150000
2022-11-04,2022,11,Friday,Kamera,Instax Mini 11,Jakarta Official Store,Kartu Kredit,1100000,1,0,1100000
2022-11-04,2022,11,Friday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet (Gopay/OVO),185000,3,27750,527250
2022-11-04,2022,11,Friday,Aksesoris,Instax Photo Album,Website,Kartu Kredit,75000,2,0,150000
2022-11-05,2022,11,Saturday,Aksesoris,Camera Case / Bag,Website,E-Wallet (Gopay/OVO),150000,4,0,600000
2022-11-05,2022,11,Saturday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,2,0,370000
2022-11-05,2022,11,Saturday,Aksesoris,Instax Photo Album,Jakarta Official Store,Kartu Kredit,75000,2,0,150000
2022-11-05,2022,11,Saturday,Film,Instax Mini Film (10s),Surabaya Branch,Transfer Bank,95000,3,0,285000
2022-11-05,2022,11,Saturday,Aksesoris,Instax Photo Album,Jakarta Official Store,Paylater,75000,1,0,75000
2022-11-05,2022,11,Saturday,Film,Instax Mini Film (20s),Shopee Mall,Transfer Bank,185000,2,0,370000
2022-11-05,2022,11,Saturday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,2,0,300000
2022-11-05,2022,11,Saturday,Kamera,Instax Mini 11,Shopee Mall,Transfer Bank,1100000,1,0,1100000
2022-11-05,2022,11,Saturday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,3,0,450000
2022-11-05,2022,11,Saturday,Aksesoris,Camera Case / Bag,Shopee Mall,E-Wallet (Gopay/OVO),150000,4,0,600000
2022-11-05,2022,11,Saturday,Film,Instax Mini Film (10s),Tokopedia Official,Kartu Kredit,95000,1,0,95000
2022-11-06,2022,11,Sunday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,3,22500,427500
2022-11-06,2022,11,Sunday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,4,30000,570000
2022-11-06,2022,11,Sunday,Film,Instax Mini Film (10s),Surabaya Branch,Transfer Bank,95000,3,0,285000
2022-11-06,2022,11,Sunday,Aksesoris,Acrylic Frame,Tokopedia Official,Paylater,50000,1,0,50000
2022-11-06,2022,11,Sunday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,1,0,150000
2022-11-06,2022,11,Sunday,Kamera,Instax Mini 11,Website,E-Wallet (Gopay/OVO),1100000,1,0,1100000
2022-11-06,2022,11,Sunday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,2,0,190000
2022-11-06,2022,11,Sunday,Film,Instax Mini Film (20s),Website,Transfer Bank,185000,5,0,925000
2022-11-06,2022,11,Sunday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,3,0,225000
2022-11-06,2022,11,Sunday,Aksesoris,Camera Case / Bag,Website,Paylater,150000,4,0,600000
2022-11-06,2022,11,Sunday,Kamera,Instax Wide 300,Shopee Mall,E-Wallet (Gopay/OVO),1800000,1,0,1800000
2022-11-07,2022,11,Monday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,1,0,95000
2022-11-07,2022,11,Monday,Kamera,Instax Mini Evo,Surabaya Branch,Transfer Bank,2900000,1,0,2900000
2022-11-07,2022,11,Monday,Kamera,Instax Wide 300,Surabaya Branch,Paylater,1800000,1,0,1800000
2022-11-07,2022,11,Monday,Kamera,Instax Mini 11,Website,Transfer Bank,1100000,1,0,1100000
2022-11-08,2022,11,Tuesday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,1,0,95000
2022-11-08,2022,11,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000
2022-11-08,2022,11,Tuesday,Film,Instax Square Film (10s),Jakarta Official Store,Transfer Bank,150000,1,7500,142500
2022-11-08,2022,11,Tuesday,Aksesoris,Instax Photo Album,Jakarta Official Store,E-Wallet (Gopay/OVO),75000,4,15000,285000
2022-11-08,2022,11,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,E-Wallet (Gopay/OVO),185000,1,9250,175750
2022-11-09,2022,11,Wednesday,Aksesoris,Acrylic Frame,Website,Paylater,50000,1,0,50000
2022-11-09,2022,11,Wednesday,Kamera,Instax Mini Evo,Jakarta Official Store,Kartu Kredit,2900000,1,0,2900000
2022-11-09,2022,11,Wednesday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),95000,2,0,190000
2022-11-09,2022,11,Wednesday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,2,0,370000
2022-11-09,2022,11,Wednesday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,2,0,190000
2022-11-10,2022,11,Thursday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,1,0,95000
2022-11-10,2022,11,Thursday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,3,0,450000
2022-11-10,2022,11,Thursday,Film,Instax Mini Film (20s),Shopee Mall,Kartu Kredit,185000,5,0,925000
2022-11-10,2022,11,Thursday,Kamera,Instax Wide 300,Website,E-Wallet (Gopay/OVO),1800000,1,0,1800000
2022-11-10,2022,11,Thursday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,3,0,555000
2022-11-10,2022,11,Thursday,Aksesoris,Acrylic Frame,Shopee Mall,Paylater,50000,2,0,100000
2022-11-11,2022,11,Friday,Film,Instax Square Film (10s),Shopee Mall,Transfer Bank,150000,2,60000,240000
2022-11-11,2022,11,Friday,Kamera,Instax Square SQ1,Jakarta Official Store,Transfer Bank,1900000,1,95000,1805000
2022-11-11,2022,11,Friday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,2,18500,351500
2022-11-11,2022,11,Friday,Kamera,Instax Mini 11,Shopee Mall,Transfer Bank,1100000,1,220000,880000
2022-11-11,2022,11,Friday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,2,74000,296000
2022-11-11,2022,11,Friday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,1,19000,76000
2022-11-11,2022,11,Friday,Film,Instax Mini Film (10s),Surabaya Branch,Kartu Kredit,95000,3,57000,228000
2022-11-11,2022,11,Friday,Film,Instax Square Film (10s),Shopee Mall,Transfer Bank,150000,1,15000,135000
2022-11-11,2022,11,Friday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,3,14250,270750
2022-11-12,2022,11,Saturday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,1,0,185000
2022-11-12,2022,11,Saturday,Film,Instax Mini Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),95000,2,0,190000
2022-11-12,2022,11,Saturday,Aksesoris,Acrylic Frame,Website,Kartu Kredit,50000,3,0,150000
2022-11-12,2022,11,Saturday,Film,Instax Square Film (10s),Website,E-Wallet (Gopay/OVO),150000,1,0,150000
2022-11-12,2022,11,Saturday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,1,0,150000
2022-11-12,2022,11,Saturday,Kamera,Instax Wide 300,Shopee Mall,E-Wallet (Gopay/OVO),1800000,1,0,1800000
2022-11-13,2022,11,Sunday,Kamera,Instax Mini 11,Tokopedia Official,Kartu Kredit,1100000,1,0,1100000
2022-11-13,2022,11,Sunday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,5,0,750000
2022-11-13,2022,11,Sunday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,3,0,555000
2022-11-13,2022,11,Sunday,Aksesoris,Camera Case / Bag,Website,Transfer Bank,150000,2,0,300000
2022-11-13,2022,11,Sunday,Film,Instax Mini Film (20s),Jakarta Official Store,Kartu Kredit,185000,2,0,370000
2022-11-13,2022,11,Sunday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,2,0,300000
2022-11-13,2022,11,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,Transfer Bank,185000,2,0,370000
2022-11-13,2022,11,Sunday,Aksesoris,Camera Case / Bag,Website,Kartu Kredit,150000,1,0,150000
2022-11-13,2022,11,Sunday,Aksesoris,Instax Photo Album,Jakarta Official Store,Transfer Bank,75000,2,0,150000
2022-11-13,2022,11,Sunday,Aksesoris,Camera Case / Bag,Surabaya Branch,Transfer Bank,150000,2,0,300000
2022-11-13,2022,11,Sunday,Aksesoris,Acrylic Frame,Jakarta Official Store,Paylater,50000,1,0,50000
2022-11-14,2022,11,Monday,Aksesoris,Acrylic Frame,Tokopedia Official,Kartu Kredit,50000,3,0,150000
2022-11-14,2022,11,Monday,Film,Instax Square Film (10s),Shopee Mall,Kartu Kredit,150000,3,0,450000
2022-11-14,2022,11,Monday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,2,0,190000
2022-11-14,2022,11,Monday,Film,Instax Square Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),150000,1,0,150000
2022-11-14,2022,11,Monday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,1,0,95000
2022-11-15,2022,11,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Kartu Kredit,185000,1,9250,175750
2022-11-15,2022,11,Tuesday,Film,Instax Mini Film (10s),Jakarta Official Store,Kartu Kredit,95000,4,19000,361000
2022-11-15,2022,11,Tuesday,Film,Instax Square Film (10s),Surabaya Branch,Paylater,150000,2,0,300000
2022-11-15,2022,11,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,E-Wallet (Gopay/OVO),185000,2,0,370000
2022-11-15,2022,11,Tuesday,Film,Instax Square Film (10s),Shopee Mall,Kartu Kredit,150000,4,0,600000
2022-11-15,2022,11,Tuesday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,5,0,475000
2022-11-15,2022,11,Tuesday,Film,Instax Square Film (10s),Website,Transfer Bank,150000,2,0,300000
2022-11-16,2022,11,Wednesday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,2,0,300000
2022-11-16,2022,11,Wednesday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,1,0,185000
2022-11-16,2022,11,Wednesday,Film,Instax Mini Film (10s),Surabaya Branch,Transfer Bank,95000,4,0,380000
2022-11-16,2022,11,Wednesday,Kamera,Instax Mini Evo,Shopee Mall,Kartu Kredit,2900000,2,0,5800000
2022-11-16,2022,11,Wednesday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,1,0,150000
2022-11-16,2022,11,Wednesday,Film,Instax Square Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),150000,4,0,600000
2022-11-16,2022,11,Wednesday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,2,0,190000
2022-11-17,2022,11,Thursday,Aksesoris,Camera Case / Bag,Website,E-Wallet (Gopay/OVO),150000,4,0,600000
2022-11-17,2022,11,Thursday,Kamera,Instax Wide 300,Website,Kartu Kredit,1800000,1,0,1800000
2022-11-17,2022,11,Thursday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,2,0,370000
2022-11-17,2022,11,Thursday,Film,Instax Square Film (10s),Website,Paylater,150000,5,0,750000
2022-11-17,2022,11,Thursday,Aksesoris,Instax Photo Album,Shopee Mall,Paylater,75000,2,7500,142500
2022-11-18,2022,11,Friday,Film,Instax Mini Film (10s),Surabaya Branch,Transfer Bank,95000,2,0,190000
2022-11-18,2022,11,Friday,Aksesoris,Acrylic Frame,Jakarta Official Store,Transfer Bank,50000,2,0,100000
2022-11-18,2022,11,Friday,Film,Instax Mini Film (20s),Jakarta Official Store,E-Wallet (Gopay/OVO),185000,1,0,185000
2022-11-18,2022,11,Friday,Aksesoris,Camera Case / Bag,Website,Transfer Bank,150000,3,0,450000
2022-11-18,2022,11,Friday,Film,Instax Square Film (10s),Website,Kartu Kredit,150000,2,0,300000
2022-11-18,2022,11,Friday,Aksesoris,Instax Photo Album,Website,E-Wallet (Gopay/OVO),75000,2,0,150000
2022-11-18,2022,11,Friday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,2,0,300000
2022-11-18,2022,11,Friday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,5,0,925000
2022-11-19,2022,11,Saturday,Kamera,Instax Mini Evo,Shopee Mall,E-Wallet (Gopay/OVO),2900000,1,0,2900000
2022-11-19,2022,11,Saturday,Aksesoris,Acrylic Frame,Website,Kartu Kredit,50000,1,0,50000
2022-11-19,2022,11,Saturday,Aksesoris,Camera Case / Bag,Surabaya Branch,Paylater,150000,2,15000,285000
2022-11-19,2022,11,Saturday,Film,Instax Mini Film (10s),Shopee Mall,Kartu Kredit,95000,1,4750,90250
2022-11-19,2022,11,Saturday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,1,0,95000
